field,src,dst,p_src,p_dst,proto,attack,length [packet],length [bit]
TOS,133.4.85.105,3.192.64.103,58420,443,6,"http://113.88.243.22:43379/i
",29,232
TOS,133.4.85.105,54.86.226.217,54836,443,6,"http://117.213.47.205:51041/i
",30,240
TOS,133.4.85.105,54.86.226.217,54860,443,6,"http://117.194.164.17:36648/i
",30,240
TOS,133.4.85.87,3.192.64.103,42020,443,6,"http://27.6.243.92:56692/mozi.m
",32,256
TOS,133.4.85.87,54.86.226.217,55242,443,6,"http://brsbnp.com/eosmaxime/distinctionatus-5065788
",52,416
TOS,133.40.128.205,13.154.24.118,56919,443,6,"http://kiuso.biz/nonquos/liberoimpedit-3863470
",47,376
TOS,133.40.17.88,13.154.248.81,51720,80,6,"http://220.114.25.101:40724/mozi.m
",35,280
TOS,133.40.17.88,13.154.248.81,51740,80,6,"http://27.21.147.209:42069/Mozi.a
",34,272
TOS,135.177.15.99,203.139.121.234,30303,49024,6,"http://difi.in/pariaturlaboriosam/omnissimilique-5138013
",57,456
TOS,135.177.98.249,203.139.121.234,50322,30303,6,"http://42.230.25.201:44340/Mozi.m
",34,272
TOS,138.164.245.77,203.139.121.234,56993,30303,6,"http://brsbnp.com/eosmaxime/nemoesse-5147662
",45,360
TOS,139.196.243.33,203.139.121.234,44750,30303,6,"http://42.228.77.227:35231/Mozi.a
",34,272
TOS,144.196.129.176,203.139.121.234,41568,30303,6,"http://ctic.icagi.sn/quiaofficia/enimnemo-5126859
",50,400
TOS,145.225.239.255,203.139.121.234,56944,30303,6,"http://ctic.icagi.sn/quiaofficia/necessitatibusvoluptatibus-5158313
",68,544
TOS,150.110.154.89,203.139.121.234,60830,30303,6,"http://ctic.icagi.sn/quiaofficia/dolorvoluptatem-5138060
",57,456
TOS,157.236.202.192,203.139.121.234,30303,49428,6,"http://difi.in/pariaturlaboriosam/consequaturnon-5138060
",57,456
TOS,162.98.99.11,163.62.83.25,443,63494,6,"http://difi.in/pariaturlaboriosam/natusiste-5230868
",52,416
TOS,163.62.126.162,47.27.16.97,63016,443,6,"http://difi.in/pariaturlaboriosam/quaeaut-5163372
",50,400
TOS,163.62.129.254,103.110.204.140,63745,8889,6,"http://adoxarabia.com/rerumvero/quaeratet-5203462
",50,400
TOS,163.62.129.56,54.150.120.136,64643,443,6,"http://brsbnp.com/eosmaxime/suscipitvoluptatibus-5163376
",57,456
TOS,163.62.139.80,52.6.59.118,56048,443,6,"http://ctic.icagi.sn/quiaofficia/temporeminus-5322375
",54,432
TOS,163.62.226.112,221.6.179.76,22,60647,6,"http://difi.in/pariaturlaboriosam/nemoblanditiis-5163374
",57,456
TOS,163.62.23.51,223.0.148.122,63830,6003,6,"http://adoxarabia.com/rerumvero/quaedoloribus-4563099
",54,432
TOS,163.62.23.79,52.221.21.158,54719,443,6,"http://difi.in/pariaturlaboriosam/quiaveniam-5126859
",53,424
TOS,151.146.157.70,163.62.128.112,443,4201,6,"http://brsbnp.com/eosmaxime/estea-5059863
",42,336
TOS,163.62.38.66,121.20.245.187,63008,443,6,"http://adoxarabia.com/rerumvero/voluptassit-5163679
",52,416
TOS,163.62.216.246,223.0.148.122,28646,6003,6,"http://adoxarabia.com/rerumvero/nonesse-5203460
",48,384
TOS,163.62.38.66,180.160.22.11,63019,443,6,"http://ctic.icagi.sn/quiaofficia/consequunturet-5005168
",56,448
TOS,163.62.38.66,180.160.22.11,63020,443,6,"http://adoxarabia.com/rerumvero/esttenetur-5159952
",51,408
TOS,163.62.38.66,180.160.22.11,63021,443,6,"http://difi.in/pariaturlaboriosam/sintquod-5141028
",51,408
TOS,163.62.106.146,51.192.244.97,34456,443,6,"http://42.233.156.115:36055/Mozi.m
",35,280
TOS,163.62.38.66,180.160.22.11,63022,443,6,"http://brsbnp.com/eosmaxime/expeditaullam-5177555
",50,400
TOS,163.62.90.242,3.144.200.51,49896,2101,6,"http://ctic.icagi.sn/quiaofficia/omnisquis-4614002
",51,408
TOS,168.247.233.24,203.139.121.234,52874,30303,6,"http://adoxarabia.com/rerumvero/rerumdistinctio-4762260
",56,448
TOS,17.248.249.77,163.62.44.75,443,59229,6,"http://adoxarabia.com/rerumvero/placeatsunt-4566633
",52,416
TOS,17.248.254.14,203.139.127.241,443,55490,6,"http://ctic.icagi.sn/quiaofficia/exercitationemmolestias-5163373
",65,520
TOS,17.248.254.87,163.62.78.211,443,50755,6,"http://ctic.icagi.sn/quiaofficia/aperiamsaepe-5311223
",54,432
TOS,174.200.239.33,203.139.121.234,30303,51702,6,"http://difi.in/pariaturlaboriosam/consequaturnihil-5062517
",59,472
TOS,163.62.128.220,99.47.21.157,50093,443,6,"http://39.81.253.203:46554/Mozi.m
",34,272
TOS,163.62.80.93,149.68.91.28,49566,443,6,"http://adoxarabia.com/rerumvero/atest-5311223
",46,368
TOS,172.38.67.176,163.62.107.123,22,34698,6,"http://bwb.fun/optioperspiciatis/utsint-5014573
",48,384
TOS,18.26.229.200,203.139.121.234,30303,34958,6,"http://bwb.fun/optioperspiciatis/teneturveniam-5137993
",55,440
TOS,180.160.22.11,163.62.38.66,443,63019,6,"http://ctic.icagi.sn/quiaofficia/officiaprovident-4562411
",58,464
TOS,180.160.22.11,163.62.38.66,443,63020,6,"http://brsbnp.com/eosmaxime/dictaeveniet-5264707
",49,392
TOS,180.160.22.11,163.62.38.66,443,63021,6,"http://difi.in/pariaturlaboriosam/impeditautem-5014573
",55,440
TOS,180.160.22.11,163.62.38.66,443,63022,6,"http://ctic.icagi.sn/quiaofficia/veroquas-5230868
",50,400
TOS,185.178.223.119,203.139.121.234,56610,30303,6,"http://ctic.icagi.sn/quiaofficia/harumeveniet-5159951
",54,432
TOS,185.50.99.189,203.139.121.234,40828,30303,6,"http://ctic.icagi.sn/quiaofficia/adipisciqui-5003407
",53,424
TOS,192.233.225.5,163.62.128.220,443,50571,6,"http://bwb.fun/optioperspiciatis/verout-5159950
",48,384
TOS,202.164.237.32,203.139.118.176,60869,80,6,"http://brsbnp.com/eosmaxime/quaeratculpa-5062517
",49,392
TOS,202.243.42.35,113.219.209.30,25,54764,6,"http://brsbnp.com/eosmaxime/etconsectetur-5163373
",50,400
TOS,202.243.42.57,126.160.7.168,443,62346,6,"http://bwb.fun/optioperspiciatis/laboriosamaut-5148558
",55,440
TOS,202.243.42.57,126.160.7.168,443,62381,6,"http://adoxarabia.com/rerumvero/laudantiumillum-5264532
",56,448
TOS,202.243.42.57,126.160.7.168,443,62844,6,"http://ctic.icagi.sn/quiaofficia/utut-5159952
",46,368
TOS,202.243.42.57,60.23.90.147,443,52297,6,"http://difi.in/pariaturlaboriosam/faceretenetur-5177555
",56,448
TOS,202.243.42.57,60.23.90.147,443,52298,6,"http://bwb.fun/optioperspiciatis/estrerum-5163376
",50,400
TOS,163.62.183.61,162.129.45.135,49961,443,6,"http://115.50.107.41:34730/mozi.m
",34,272
TOS,163.62.227.184,54.35.136.204,443,61314,6,"http://59.97.175.125:43679/Mozi.m
",34,272
TOS,163.62.227.184,54.35.136.204,443,64534,6,"http://27.221.188.108:43877/Mozi.a
",35,280
TOS,202.243.42.57,60.23.90.147,443,52299,6,"http://difi.in/pariaturlaboriosam/nihilet-4614002
",50,400
TOS,202.243.42.57,60.23.90.147,443,52300,6,"http://brsbnp.com/eosmaxime/voluptatumtemporibus-5163372
",57,456
TOS,203.139.113.8,100.163.44.160,80,62112,6,"http://brsbnp.com/eosmaxime/perferendisquo-5179208
",51,408
TOS,203.139.117.187,13.154.248.81,64244,80,6,"http://difi.in/pariaturlaboriosam/quieligendi-4762260
",54,432
TOS,203.139.118.176,13.172.149.124,80,46464,6,"http://ctic.icagi.sn/quiaofficia/cumanimi-5292470
",50,400
TOS,163.62.227.184,54.35.136.209,443,34210,6,"http://222.168.193.77:35768/Mozi.m
",35,280
TOS,203.139.118.176,13.172.149.124,80,46465,6,"http://brsbnp.com/eosmaxime/maximerepellendus-5137993
",54,432
TOS,203.139.118.176,13.172.149.174,80,35776,6,"http://brsbnp.com/eosmaxime/veritatistemporibus-5292470
",56,448
TOS,203.139.118.176,13.172.149.174,80,35777,6,"http://brsbnp.com/eosmaxime/nequemollitia-5163378
",50,400
TOS,163.62.58.177,52.107.216.190,59353,443,6,"http://brsbnp.com/eosmaxime/etet-5163374
",41,328
TOS,203.139.118.176,202.164.237.32,80,60869,6,"http://bwb.fun/optioperspiciatis/impeditodit-5138013
",53,424
TOS,203.139.118.176,89.168.39.139,56218,873,6,"http://adoxarabia.com/rerumvero/oditet-5001788
",47,376
TOS,203.139.121.234,109.196.225.86,30303,52816,6,"http://ctic.icagi.sn/quiaofficia/eosodit-5264707
",49,392
TOS,203.139.121.234,109.58.252.70,36694,30303,6,"http://ctic.icagi.sn/quiaofficia/consequaturdignissimos-5087927
",64,512
TOS,163.62.227.184,54.35.136.67,443,56218,6,"http://182.127.4.196:43654/Mozi.m
",34,272
TOS,163.62.227.184,54.35.137.138,443,51326,6,"http://217.132.52.146:58300/Mozi.m
",35,280
